,word,meaning_jp,meaning_cn,example_jp,example_cn
320,回,1. 一度行われた事柄が再び行われること。また、同じような事柄が繰り返されること。,1. 指一次发生的事情再次发生，或者指类似的事情重复发生。,A: この番組、何回目の放送だっけ？B: 今日で3回目だよ。,A: 这个节目是第几次播出来着？B: 今天是第三次播出。
321,回,1. 再び行われる、また起こること,1. 再次发生或进行,A: 明日は面接の日なんだよね。B: そうだよ、頑張ってね。A: うん、今度こそ合格したいんだ。B: 大丈夫、きっと次は成功するよ。,A: 明天是面试日。B: 是啊，加油。A: 是的，这次我想要通过。B: 没问题，下次一定会成功的。
322,回,2. 反復、繰り返し行うこと,2. 反复、重复做某事,A: あの人はいつも同じ話ばかりするね。B: そうだね、話題が変わらない人だよ。A: それに、何回も同じことを聞くし。B: そうなんだ、確かにうるさいよね。,A: 那个人总是说同样的话。B: 是啊，他是个话题不变的人。A: 而且，他还一遍又一遍地问同样的问题。B: 是啊，确实很烦人。
323,回,2. 方向を変えて元の場所に戻ること。,2. 指改变方向并回到原来的位置。,A: 道に迷った。B: じゃあ、あの交差点を右に回って元の場所に戻るといいよ。,A: 我迷路了。B: 那就在那个十字路口右拐，回到原来的位置。
324,回,3. ある方向に向かって、またある場所から戻ってくること,3. 朝某个方向前进或返回某个地方,A: 地図がわからないんだけど、こっちが正しい方向かな？B: うーん、迷ったなぁ。A: あ、あそこに『回』の文字があるよ。B: そうだね、そっちに行こう。,A: 我不知道地图怎么走，这个方向对吗？B: 嗯，迷路了。A: 啊，那边有“回”的字。B: 是啊，我们去那里吧。
325,回,3. 席を変えて、別の場所に移ること。また、出かけて帰ってくること。,3. 指改变座位或移动到另一个位置。也可以指外出并返回。,A: あの子、どこにいるか知ってる？B: 今日は学校を休んでいたから、どこかに回っているんじゃない？,A: 你知道那个孩子在哪里吗？B: 他今天没去学校，可能出去玩了吧。
326,回,4. 数える語につけて、度数を表すこと。,4. 指用于数数的单词，表示数量。,1回,一次
327,回,4. 数える語につけて、度数を表すこと。,4. 指用于数数的单词，表示数量。,2回,两次
328,回,4. 数える語につけて、度数を表すこと。,4. 指用于数数的单词，表示数量。,3回,三次
329,回,4. 順番に交代すること、また巡回すること,4. 轮流交替或巡回,A: あの川には水が流れていないようだね。B: そうだね、多分水門で水が止められているんじゃないかな。A: でも、水門が開くときもあるんだよね。B: そうだね、定期的に巡回して開閉するんだろう。,A: 那条河似乎没有水流。B: 是的，可能是水闸阻止了水流。A: 但是，水闸有时也会打开。B: 是啊，他们可能定期轮流检查和开关水闸。
330,壁,1. 建物の側面にある、垂直に立った厚みのある面。壁に穴をあけることを掘るという。,1.建筑物的侧面，垂直竖立的厚面。挖一个洞在墙上被称为挖洞。,A: この部屋の壁に、棚を取り付けたいんだけど。B: よく考えてからやらないと、壁に穴をあけちゃうよ。,A: 我想在这个房间的墙上安装书架。B: 要好好考虑一下，否则会在墙上打洞的。
331,壁,2. 障害、困難。,2.障碍，困难。,A: 新しいプロジェクトで、問題が起きた。B: 本当に大きな壁にぶつかったと言えるね。,A: 在新项目中出现了问题。B: 可以说真的遇到了一道很大的难题。
332,売り場,1. 商品を陳列して販売する場所。ショップやスーパーマーケット内にある。,1. 陈列商品销售的场所。在商店或超市内。,A: あの店、売り場が広いね。B: そうそう、商品も豊富だよ。,A: 那家店的销售区域很大。B: 是的，商品也非常丰富。
333,売り場,2. 販売する品物の種類やジャンルによって分かれた、店舗内のエリア。,2. 根据销售物品的类型或类别划分的商店内的区域。,A: あの売り場はいつも人が多いよね。B: そうだね、お得なセールをやっているからかも。,A: 那个区域总是很拥挤。B: 是的，可能是因为有优惠促销。
334,売り場,2. 販売する品物の種類やジャンルによって分かれた、店舗内のエリア。,2. 根据销售物品的类型或类别划分的商店内的区域。,A: お菓子の売り場はどこだろう？B: あそこの奥の方にありますよ。,A: 糖果区在哪里呢？B: 在那边深处。
335,売る,1. 商品を金銭と引き換えに提供する,1. 出售商品以换取金钱,A: この店は何を売っているんですか？B: 服やアクセサリーなどを売っていますよ。,A: 这家店卖什么？B: 卖衣服和配饰等物品。
336,売る,2. 自分が所有しているものを他人に譲る,2. 将自己拥有的东西让给他人,A: この車を売りたいんだけど、どうやって手続きをすればいいですか？B: 一般的に、車の所有権書類を作成し、手数料を払って登録しますよ。,A: 我想卖掉这辆车，需要怎样的手续？B: 一般来说，要制作车辆所有权证书，支付手续费进行登记。
337,変える,1. 形や内容などを変化させる、変更する,1.改变形式、内容等，修改,A: この部屋のインテリアを変えたいんだけど、どう思う？B: そうだね、カーテンとか家具を変えたらどうかな。,A: 我想要改变这个房间的室内设计，你觉得怎么样？B: 是啊，可以换窗帘和家具。
338,変える,2. 交換する,2. 交换,A: 私の靴、君の靴と変えたいんだけどいいかな？B: いいよ、私の靴はちょっと大きいけど。,A: 我想和你交换鞋子，可以吗？B: 可以啊，不过我的鞋子有点大。
339,外国,1. 日本国外の国、異国,1. 日本国外的国家，异国,A: あの人はどこの出身ですか？B: 外国から来た人ですよ。,A: 那个人是哪里来的？B: 是从外国来的人。
340,外国,2. 日本国外の人々、外国人,2. 日本国外的人们，外国人,A: この町には外国人も多いね。B: そうだね、観光客も多いから。,A: 这个城镇外国人也很多啊。B: 是啊，因为有很多游客。
341,外国人,1. 日本国籍以外の国の人、外人,1.非日本籍的外国人,A: この町には外国人が多いね。B: そうだね、外国人観光客も多いし、留学生もいるよ。,A: 这个城镇外国人很多啊。B: 是啊，不仅有很多外国游客，还有很多留学生。
342,外国人,2. 自国以外の国の人,2.来自其他国家的人,A: 彼女は外国人で、日本語はペラペラだよ。B: すごいね、留学していたのかな。,A: 她是外国人，日语说得很流利。B: 真厉害啊，可能留学过吧。
343,外国語,1. 日本国外の言語、外国の言語,1. 日本国外的语言、外国语言,A: 外国語を勉強するのは大変だよ。B: でも、将来的にとても役に立つと思うよ。,A: 学习外语真的很辛苦啊。B: 但我认为将来会非常有用。
344,外国語,2. 自分の国の言葉と異なる言語,2. 与自己国家语言不同的语言,A: 外国語の曲を聞いていると、感情が伝わらないような気がする。B: それは、言葉が分からないからだよ。,A: 听外语的歌曲时，感觉无法传达情感。B: 那是因为你不懂语言。
345,多い,1. 数量が多い、多数の,1. 数量多的，众多的,A: このクラスには生徒が40人いる。B: そんなに多いの？,A: 这个班级有40个学生。B: 这么多？
346,多い,2. 多量の、豊富な,2. 大量的、丰富的,A: このレストランのメニューは種類が多いね。B: そうだね、何を注文しようか迷うな。,A: 这家餐厅的菜单种类很多啊。B: 是啊，不知道点什么好。
347,大きい,1. 体積、面積、程度などが広い、多い,1. 体积、面积、程度等很大,A: あのビルはとても大きいね。B: そうだね、世界で一番高いビルだよ。,A: 那座大楼好大啊。B: 是啊，是世界上最高的大楼。
348,大きい,2. 重要で、価値のある,2. 重要，有价值的,A: 彼女との結婚を決めたんだって？B: そう、彼女は僕にとってとても大きい存在だから。,A: 听说你决定和女友结婚了？B: 是的，因为她对我来说非常重要。
349,大きな,1. 大きい、大型の,1. 大的，巨大的,A: この箱は大きすぎて、持ち上げられないよ。B: そうだね、2人で持とう。,A: 这个盒子太大了，我拿不动。B: 是啊，我们一起拿吧。
350,大きな,2. 多い、たくさんの,2. 多的，数量众多的,A: あの店、種類が大きなサイズしかないんだよね。B: そうなんだ、じゃあ他の店を探そう。,A: 那家店只有大号的衣服。B: 是吗，那我们去找其他的店吧。
351,大人,1. 成人、年長者,1. 成年人、长者,A: あの人はすごく落ち着いていて、本当に大人だなと思った。B: そうだね、彼はもう50歳以上だよ。,A: 那个人很冷静，真的很成熟。B: 是啊，他已经50多岁了。
352,大人,2. 大人向けの,2. 成人专用的,A: このレストランは大人向けの雰囲気があるね。B: そうだね、夜になると特に落ち着いた雰囲気になるよ。,A: 这家餐厅有一种成人专用的氛围。B: 是的，到晚上就会变得特别安静。
353,大阪,1. 日本の都市名のひとつ。関西地方に位置する。,1. 大阪是日本一个城市名，位于关西地区。,A: 来週の旅行、どこに行くの？B: 大阪に行く予定だよ。,A: 下周去旅行，要去哪儿？B: 我打算去大阪。
354,大阪,2. 大阪府の庁舎。,2. 大阪府的庁舎。,A: 大阪城って見たことある？B: ああ、大阪府庁舎のそばにあるやつだよね。,A: 你去过大阪城吗？B: 哦，就是在大阪府庁舎旁边的那个。
355,夫,1. 結婚した男性、配偶者,1. 已婚男性，配偶,A: あの人、結婚してるの？B: ええ、夫と一緒に住んでるよ。,A: 那个人结婚了吗？B: 是的，和丈夫一起住。
356,夫,2. 男性の恋人、男性の交際相手,2. 男朋友，男性交往对象,A: 最近、彼氏ができたって聞いたけど。B: うん、私、彼が夫よ。,A: 最近听说你有男朋友了。B: 嗯，是啊，他是我的夫。
